,index,chronicle,hover,raw_location,belong_date,true_place,address,geonames_id,lat,lng,country,chronicle_loc,chronicle_loc_bin
1416,#facs_7_line_1573397421301_341,1796_Antw_Aars,met Cappila en de<b> fransen</b><br>syn trokke tot voor de<br><b>walem brug</b> 16 iuly hebbe<br>de <b>franse</b> en <b>engelse</b> ge<br>vogten ont trent <b>walen</b><br>en <b>dussel </b>en mid verli#<br>van weer kante van vi#<br>doode en gekweste op den<br>selven tyt is de <b>walem</b><br><b>brug</b> van <b>franse </b>in bran#<br>geschoten 15 iuly Synder ,dussel,1794-07-16,Düssel ,Düssel,2934250.0,51.21667,6.75,Germany,Antwerpen,False
1417,#facs_101_line_1,1802_Venl_Post,"<br>Van nu tot het einde der maand is niets bijzonders voorgevallen, dan alle dagen transporten van kanonnen, bommen, kogels, enz. naar <b>den Rijn.</b><br><br><br>September.<br>Tusschen den 5. en 6. zijn de Franschen bij<b> Düsseldorf </b><b>den Rijn </b>overgetrokken; zij hebben de Oostenrijksche voorposten verrast en krijgsgevangen gemaakt. <b>Düsseldorf</b> gaf zich over.<br><br>13. zijnde Zondag, werd om 1 uur rondgeklopt, dat ieder gewaarschuwd werd van alle deuren en vensters open te stellen, dat het kanon gruwzaam na middag zou schieten. Nota. Om 5 uur heeft men eenige schoten gehoord, daar de kraaien nog niet voor vliegen gingen!<br><br>Dien dag moesten alle klokken der stad geluid worden, om 12, 3 en 5 uur, het overtrekken van <b>den Rijn</b> werd geproclameerd en de Fransche constitutie van 1792 geheel vernieuwd.<br>",Düsseldorf,1795-09-06,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1418,#facs_101_line_19,1802_Venl_Post,"<br>16. is door het gelui van alle klokken der stad om 12 uur 's middags de Fransche unie gepubliceerd (Vereeniging der<b> 9 Belgische departementen, waaronder dat der Neder-Maas</b>,<b> hoofdstad Maastricht</b>, bij wet van 9 vendémiaire an IV, 1 Oct. 1791).<br><br>Alle geweren moesten uitgeleverd worden.<br><br>26. 's morgens vertrokken 50 konstabels naar <b>Düsseldorf</b>.<br>(De Nationale Conventie te<b> Parijs</b> werd door een corps legislatif, het Directoire exécutif, vervangen.)<br><br>28. werd veel haver uit <b>het pand der Kruisheeren</b> naar <b>Crefeld </b>gevaren.<br><br>November.",Düsseldorf,1795-10-26,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1419,#facs_106_line_14,1802_Venl_Post,"<br>6. hebben de burgers de eerste wacht gehouden op <b>het stadhuis</b> van 9 uur 's avonds tot 5 uur 's morgens; zij houden dikwijls door den nacht met Franschen goede patrouille.<br><br>7. zijn op mijn verzoek bij den municipalen Arnold Graven, geschreven orders gegeven aan den stadsrentmeester Mooren, om aan den Pastoor de extractenvan doop-, dood- en trouwregisters te betalen. Heb betaling bekomen. Vide in archivis pastorktus.<br><br>12. is in plaats van Peter Bernière voor municipaal aangesteld Heldebeutel, van <b>Düsseldorf</b> geboren,, een eerlijk man.<br><br>22. heb ik voor mijn aandeel moeten betalen 3 gulden Kleefsch, om vleesch voor de Franschen te koopen.<br><br>April heeft nog vele slechte vodden, die de moeite niet waard zijn.<br>",Düsseldorf,1796-04-12,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1420,#facs_109_line_8,1802_Venl_Post,"22. werden plakkaten gedistribueerd tot uitwisseling van assignaten tegen mandaten met verlies van 30 pct. Vide in archivis.<br><br><br>Denzelfden dag werd omgeklopt, dat ieder zich voor dezen nacht op dubbel inkwartiering moest stellen. Men hoorde dat de Franschen aan <b>den Rijn</b> geducht geborsteld werden.<br><br>'s Avonds arriveerden van <b>'s-Hertogenbosch</b> 700 Franschen, die den 23. vroeg naar <b>Düsseldorf </b>vertrokken.<br><br>26. 's nachts arriveerde order dat cito-cito het garnizoen naar <b>den Rijn</b> moest vertrekken; het is om 1 uur 's nachts vertrokken met pulver en ballen, en eenige konstabels; er bleven maar 150 man om de stad te bewaren.<br><br>27. kreeg ik mijn 3 gulden vleeschgeld weerom, dat ik 22 April heb moeten betalen voor mijn deel.<br>",Düsseldorf,1796-06-23,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1421,#facs_111_line_4,1802_Venl_Post,"<br>'s Avonds omtrent 7 uur arriveerden van <b>Helmond</b> 260 Franschen, in soldij van <b>Holland,</b> met 2 veldstukken en zeer schoone muziek; zij vertrokken den volgenden morgen om 8 uur naar<b> Neuss</b>.<br><br>4. zijn 200 koeien naar <b>den Rijn</b> vertrokken, den 7. nog 100. - Tot driemaal is order gekomen om het kerkhof buiten de stad te hebben; men heeft altijd tegengehouden, omdat er buiten de stad geen vrije plaats was. Res cunctando manet (door het talmen blijft de oude toestand).<br><br>7. voerden 30 karren met pulver naar <b>Düsseldorf</b>; daags daarna gingen een extra menigte karren met meel en koren naar den Rijn.<br><br>8. 's namiddags ontving ik van de Municipaliteit een brief, inhoudende om in <b>mijn kerk</b> te doen afnemen alle wapenschilden, ridderteekens, enz.; hetzelfde was in alle kloosters. Vide in archivis.<br><br><br>Denzelfden dag is veel wijn, jenever, azijn van de Franschen verkocht, welke afgekeurd was om te kunnen dienen ten tijde van beleg. Vide in archivis.",Düsseldorf,1796-07-07,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1422,#facs_125_line_7,1802_Venl_Post,"<br>8. zijn de canonieke Regulieren van<b> St. Elisabeth</b> (<b>Nunhem</b>) gesupprimeerd en uit het klooster gezet. Den 19. Maart zijn alle geïncorporeerd, eenige te <b>Straelen</b>, <b>Gaesdonk </b>en <b>Udem</b>; den 10. de religieuzen van <b>Keizerbosch (Neer).</b><br><br>11. kwam bij mij juffrouw Felicitas Warrimont, zuster van den heer Warrimont, kapelaan van <b>Venlo</b>, die den 25. Maart naar hare vriendin vertrokken is.<br><br>Dien dag werden alle kanonnen naar<b> Düsseldorf </b>weggevoerd, met veel wagens, bommen, poeder (buskruit) enz.<br><br>20. 's avonds arriveerde de commissaris die order had om de religieuzen uit het klooster te zetten.<br><br>21. is hij gekomen bij de Kruisheeren met den vroeger gemaakten inventaris, en alles alzoo bevonden hebbende, heeft hij hun aangezegd, dat zij den 22. 's avonds om 7 uur daaruit moesten zijn. Men vroeg hun of zij met militaire geweld wilden uitgaan of stil, waarop een proces-verbaal gemaakt is en geprotesteerd werd, dat zij voor 't geweld moesten wijken, en zijn den 22. omtrent 5 uur namiddag stil vertrokken. Dan is tot huisbewaarder aangesteld Jan Peeters (K. noteert Jacob Peeters.).<br>",Düsseldorf,1797-02-08,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1423,#facs_215_line_15,1802_Venl_Post,"<br><b>Annunciatenklooster en kerk, Transcedron, heden Dominicaner-klooster, waaraan het Collegium Albertinum verbonden is.</b><br><br><b>Kl. Beekstraat.</b><br><br>In 1491 zijn tijdens eene pestziekte vier Cellebroeders van de Alexianen (leekenbroeders), te<b> Maastricht</b> gekomen. Zij kregen<b> een huis naast Mariaweide van de stad,</b> dat <b>Transcedron (over de beek) </b>werd geheeten. In1497 is hun kapel ingewijd. Bijstand kwam in 1516 van de orde van het H. Graf te <b>St. Odiliënberg</b>. Het klooster verviel langzamerhand, totdat er in 1563 geen enkele Cellebroeder meer was. De Staatschen namen in 1578 klooster en kerk in bezit. De begijnen van<b> den hof in de Oode, toen te Roermond</b>, kregen in 1599 <b>Transcedron</b>. In 1614 gingen zij tot de Annunciatenorde over, en begonnen in 1616 eene kerk, in 1618 een nieuw klooster te bouwen, ter vervanging van <b>het huis Transcedron</b> en twee andere huizen. Bij de belegeringen in 1637 en 1702 hadden de Annunciaten veel te lijden, in laatstgenoemd jaar stortte het gewelf der kerk in, 3 zusters werden verpletterd en 4 gekwetst. Het klooster is in 1797 opgeheven en raakte in particuliere handen. (In 1879 kochten de Dominicanen uit <b>Düsseldorf</b> dit groote erf van de weduwe Schmasen en bouwden een nieuw prachtig klooster en dito kerk.)<br><br><b>Genooierkapel, eertijds begijnenhof in gen Ooi, ook Mariëndal</b> geheeten.<br><br><b>Buiten de Maaspoort.</b><br>Eenige jongedochters van den derden regel van den H. Franciscus besloten in 1410 samen te wonen en kochten <b>het erf ‘de Oede’.</b> Het schijnt dat ieder een afzonderlijke woning had. In 1424 bouwden zij<b> het klooster Mariëndal </b>met een kapel aan de H. Katharina gewijd. Deze werd in 1531-37 als kerk verbouwd. Het Staatsche garnizoen verwoestte het geheel in 1582. Vele der ingezetenen waren in die dagen staatsgezind. De zusters kregen onderdak in <b>Mariaweide,</b> vervolgens te<b> Roermond,</b> doch keerden in 1599 naar<b> Venlo</b> terugin <b>Transcedron, het vroegere Cellebroedersklooster</b>. De begijnen aanvaardden in 1614 de Annunciatenorde. De overste liet in<b> de Ooi </b>de heden bestaande kapel, later iets vergroot, naar die van Loretto bouwen (1631). Na de opheffing van <b>het Annunciatenklooster</b> (1797) is het lijk van de zalige Agnes Huyn, overleden in 1641, in<b> de kapel aan Genooi </b>overgebracht.",Düsseldorf,1788-12-01,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1424,#facs_24_line_1600179736081_581,1796_Antw_Aars,om de Conterbusy voltemak<br>den 6 dieto saevons om 7 ueren <br>heeft de groote klock geluit <br>is tyding gekomen van het <br>over gaen van <b>Mastright </b><br>en <b>dusseldorp</b> aen den rijn <br>op den 8 november is <b>nimwegen</b> <br>aende <b>fransen</b> over gegaen en <br>op den 12 dieto is <b>mastrigt</b> aen<br>de <b>fransen</b> overgegaen en <br>hebben daer gevonden 365 ,dusseldorp,1794-11-06,Dusseldorp,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Antwerpen,False
1425,#facs_229_line_13,1802_Venl_Post,"Broodgebrek: 98, 102, koren geleend, aanvoer 103 v.v.<br>Contributiën: van kleederen 96, extra van 25 millioen waarvan 4 millioen voor <b>Gelder</b> 97, nader gebracht voor <b>Gelder</b>,<b> Kleef,</b> <b>Meurs</b>, <b>Roermond</b> enz. op 8 millioen 100, van schoenen 98, dergeestelijkheid 99, 102, aanslag der kloosters verminderd 104, 106, repartitie 108, tweede contributie (van 30.000 livres) 108, pastoors huis-arrest 111, ontslagen van contributie van vleesch enz. 112; reclameerenden over huiscontributie van<b> 't stadhuis</b> gejaagd 118, 119, buitengewone der employés 129, armenhuizenschuld 173, verhoogde contributie 179, vleiend manen 186.<br>Diefstal: kanonnen geruild en fourage te <b>Blerick</b> 93, koeien te<b> Blerick</b> 103, granen 107, kiekens 109, kaarsen 111, alle nachten, partij haver en brandewijn 112, krabbedieven 117, turf 124, 175, looden goten 129, in tuinen 133, baas en zonen 177.<br>Eerste H. Communie 170.<br>Emigrés en deportatie: 126, 153, 162, 164, 169, vicaris Graven gevangen 174, lijst van geëmigreerden 179, onbeëedigden veroordeeld 180, alle getuigschriften van gedeporteerden en bezittingen der emigranten 181, 184, amnestie 191.<br>Franschen: trekken over <b>den Rijn</b> 110, troep uit<b> 's-Bosch </b>naar <b>Düsseldorp</b> 119, nederlaag 129.<br>Garnizoen: veel wisseling 95 v.v., cito naar <b>Rijn</b> 108, 119, 172, werving 179, roerende publicatie om naar 't leger te trekken 183.<br>Geestelijken: geen zwarte heeren bij de Aschwijding, parochiekapittel 99, predikanten geen betaling 109, declaratie doen 147, 150, eed doen 152, 157, 159, 161, beëedigden niet affronteeren 161, niet huisvesten 162, zij doen de diensten 160-165, klacht van den beëedigden pastoor over te weinig doopelingen 167, aanvraag om opbrengst van huwelijken 168, jacht op Graven en consorten 174, verzoening 191, 192, lijst van beëedigden 193.<br>Godsdienstoefening: alle diensten opgehouden 150, verbod het bidden van H. Rozenkrans in de kerk 152, wordt geoefend bij burgers 156, bidplaats bij de Kruisheeren 189, <b>loods in het Ooibroek </b>190.<br>Inkwartiering: 95, 96, 103, 108, 109, 119, 120.<br>Kerkelijke aangelegenheden: schilden enz. uit de kerk 120, kruisen van<b> het kerkhof </b>121, doopen enz. mits briefje van de Municipaliteit 124, geen ceremoniën op straat 130, St. Annabeeld 139, doopen verboden 147, geen doodschel enz. noch uitwendig godsdienstteeken 152, 153, verbod klokken luiden 153, kruisen van de torens 160, 161, kerkelijke diensten door de beëedigden 162, het vieren van den decadi 114, 170-173, gejammer hierover, kinderen zenden naar de lezingen, geen toehoorders op klompen 180, nieuwe bisdommen 192.",Düsseldorp,1794-10-05,Düsseldorf,Düsseldorf,2934246.0,51.22172,6.77616,Germany,Venlo,False
1426,#facs_95_r2l4,1787_Gent_Anon_01,weirelds in de vernietinge<br>te weten in de vergaederinge<br>van <b>italïen </b>3622 van <b>por¬</b><br><b>tugael</b> 1759 van <b>spagnien</b><br>5114 van <b>vrankrijk </b>3575<br>van <b>duydslant</b> 8749 dus<br>te saemen 22819 waer onder<br>11413 priesters waeren<br>in het selve iaer 1773 is<br>op de 26 xbre bevonden<br><b>over schelde</b> vermoort te,duydslant,1773-09-20,Germany,Germany,2921044.0,51.5,10.5,Germany,Ghent,False
1427,#facs_24_line_16,1795_Mege_Loef,"<br>te vooren nog eenige diergelijke placaaten hooren lezen, waervan eene behelsde de afschafing der schattingen van dienstbode-geld, kaffij- thee- en chocolade- geld, eene andere de pligt der oude Magistraeten om in 't bestier der gemeents-zaeken te continueeren op hunne verantwoordelijkheid, uytgenomen die geëmigreerd zijn geweest, of die wettig afgezet waeren.<br><br>8 dito<br><br>Uyt A.de Rooy verstaen de gronden en Motiven, waerom de Clubisten alhier niet voor d'Heer Drossard, maer veel eerder tegen denzelven onder hun te teekenen goed gevonden hebben, als zijnde de volgende: Dat <b>het Graefschap Megen</b> - dependeerende van de souverainitijt van een Duitsche Graeff, welke altijd zijne residentie heeft gehad en nog heeft in <b>Duytsland </b>en welke dierhalven het bestier en welzijn van zijne onderdaenen, bijzonder ten opzigte van de handhaeving der Justitie, geensints na behooren heeft behartigd - nu reeds circa 25 jaeren is geregeerd geweest door een Drossard, welke ook een Duytscher zijnde als een Favoriet enLieveling van gemelde Graef, bloot alleen volgens deszelfs goedving daer toe is aengesteld, en alzo de onderdaenen zonder daer eenigzints in gekend te zijn, gelijk als opgedrongen is, en zulks niet alleen in qualitijt als Drossard, maer teffens als Landsrechter en Rentmeester en Scholtus - Dat dienvolgens deeze Drossard, om niet in disgratie en ongunst van gemelde Graeff te geraeken, an alzo van 't genot van voorzeide officien verstoken te worden, het belang van zijn Graaff, gelijk natuurlijk is, altijd meer als dat van zijne Gemeentens heeft ter harte genomen - Dat wat meer is daerenboven deze Drossard, als genoegzaem met s'Graaffs soeverainityt bemagtigd zijnde, altijd de Gemeente-zaeken alleen volgens zijne willekeurge dispostitie en zelfs op eene despotische wijze heeft behandeld en geregeerd, als onder anderen in 't af- en aenstellen der Regenten of Leden van de Municipalitijt, in 't beschikken van gemeents-zaeken, connexie hebbende met die van de Graaff enz. enz. (hier op volgde het verzoek om een anderen Drossard) en voegde hij er bij: het is een slegte knegt die niet eens zoekt meester te worden) ook is hun zaek behartigd door J. Sengers voorzeid. Zie den 11 passeerde (febr).<br><br>9 dito<br><br>Een Brief van d'Heer Drossard uijt <b>'s Bosch</b> per Expressen aen de Magistraet alhier aengekomen zo tot hun narigt als geruststelling, zijnde verders van inhoud als dat de zaeken wel stonden - als dat Kockx met de zijnen gisteren avond op dato 8 hunne belangens in een wijtloopig schrift hadden ingedient - dat besloten was twee Leden van 't Centraal aldaer zelfs hier na toe te komen om de zaeken te onderzoeken, zullende medebrengen een publicatie om verdere rustverstooringen te verhoeden, en dat er Copie van hun Adresse zal gegeven worden enz., waarop in naam van voorzeide Magistraet en teffens uyt verzoek van Lucia, welke ook een brief bekomen had, ik datelijk geantwoord heb.<br>",Duytsland,1795-03-08,Duitsland,Germany,2921044.0,51.5,10.5,Germany,Megen,False
1428,#facs_203_r2l22,1795_Maas_Anon,"behelpen als Bedelaers, terwyle den dieren<br>tyd voor de Deure stond, en de selve opengemaekt<br>heeft; bynaer alle de Eedelluydens hebben door<br>Armoede, den eenen met een bedelzak, den<br>anderen met eenige Andere Bagatellen het<br>Geheel <b>Duytsland</b> afgeloopen om te verkoopen,<br>om maar haaren mondkost te konnen verdienen.<br>O/ Tempora O/ Mores,<br>in het beginne der Revolutie dogten de Edelliedens<br>niet dat haar Geld zoude kleen worden, maar<br>hebben waarlyk uyt Amoede uyt onse geheele",Duytsland,1772-12-15,Duitsland,Germany,2921044.0,51.5,10.5,Germany,Maastricht,False
1429,#facs_93_r2l6,1796_Purm_Louw_05,"Kronijk van <b>Purmerend</b>e<br>1795,<br>2 Julij<br><b>Monnickendam</b> passeerde, om reden<br>dat dien omweg door <b>de Purmer</b>, <b>Monnikendam</b><br><b>Broek in Waeterland</b>, d<b>e Broeker en Buijkslooter¬</b><br><b>meer</b> eer dezelve tot <b>Buijksloot</b> kwaemen, wel meer<br>dan een Uur verscheelde, wegens deze omweg ver¬<br>scheelde, haare Paarden dus afreden, en geene ver¬<br>kortinge in deze Passagie van de Weg hadden, daar<br>zij in tegendeel over <b>Purmerend</b> reijdende, aan 't",e Broeker en Buijkslooter¬,1795-07-02,Buiksloot,Buiksloot,2758159.0,52.40807,4.91896,Netherlands,Purmerend,False
1430,#facs_22_r3l43,1796_Purm_Louw_04,"der was, Sterke droogte, en geen Regen, dat Hij<br>verpligt was, om het Hout dat buijten Sting<br>te droogen, om de Sterke droogte had moeten<br>in zijn Huijshaalen, en op den 17 Maart<br>vroor het zoo Stark, dat Hij op den 18 dito<br>na <b>Alkmaar</b>, en den 19 dito na <b>Edam</b>, heen<br>en weder op Schaatzen reed,<br>1778 de Geboorne waeren in dit Jaar 92 Kinderen,<br>de Getrouwde paaren 37 Paaren,<br>en de Overledenen te zamen 118, Menschen,<br>5",Edam,1779-03-19,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1431,#facs_32_r1l35,1796_Purm_Louw_04,"men, dat er drie Scheepen in die Stad<br>met Militie van de Prins ten getalle<br>van 150 Mannen zoude aangehouden, we¬<br>zen, dat zij de Wille zoude hebben om <br><b>Purmerend</b> te bezetten, en dat 'er nog<br>2 Scheepen van dat Volk tot<b> Edam </b>laagen<br>20<br>Kronijk van Purmerende<br>1786<br>9 dito Sept.br: om mede na <b>Purmerende</b> en Verders op<br>de Stad<b> Alkmaar </b>af te komen, - dit gaf eene",Edam,1786-09-09,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1432,#facs_32_r2l27,1796_Purm_Louw_04,"volgens ordre is werkstellig gemaakt, doch<br>tot Ons Geluk is er op deeze Nagt niets<br>voor gevallen.<br>10 dito zijn de Vroedschappen weder Vergaderd<br>geweest, en hebben geresolveerd, om na<br><b>Edam</b>, daar de meederheijd der Regeeringe,<br>des Princen zijde aankleefden, en Wij (ons<br>zijnde een Zeestad) niet konde betrouwen;<br>Als ook na <b>Monnikendam </b>'t geen de Staa¬<br>te zijde aankleefde, eenig Volk tot Kond¬<br>Schap uijt te zenden, om te informeeren",Edam,1786-09-10,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1433,#facs_35_r5l27,1796_Purm_Louw_04,"waaren, Want de Verbittering van de Oran¬<br>je Partij tegens haar was groot, zonder daar<br>eenige reden toe gegeven te hebben;<br>14 Octob: Wanneer de Kraamen tot de Herfst¬<br>kermis alhier opgerigt werden kwam een<br>Burger van<b> Edam</b> gent: Daniel Muller om mee¬<br>de Zijne Kraam op te rigten, Verhaalde dat<br>zij in de Stad <b>Edam </b>daar men 'S prinsen zijde<br>volgde 150 Man van den Prins in dee Haeven<br>waeren verwagtende, dat <b>de Stads Waag </b>werd<br>ingeruijmd om hun aldaar te Logeeren, dat",Edam,1786-10-14,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1434,#facs_35_r5l29,1796_Purm_Louw_04,"eenige reden toe gegeven te hebben;<br>14 Octob: Wanneer de Kraamen tot de Herfst¬<br>kermis alhier opgerigt werden kwam een<br>Burger van<b> Edam</b> gent: Daniel Muller om mee¬<br>de Zijne Kraam op te rigten, Verhaalde dat<br>zij in de Stad <b>Edam </b>daar men 'S prinsen zijde<br>volgde 150 Man van den Prins in dee Haeven<br>waeren verwagtende, dat <b>de Stads Waag </b>werd<br>ingeruijmd om hun aldaar te Logeeren, dat<br>dit Volk eerst de Patriött: Regenten aldaar zou¬<br>de te regt Stellen, en dat van daar tot<b> Pur¬</b>",Edam,1786-10-14,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1435,#facs_44_r1l7,1796_Purm_Louw_04,"dat Wij alhier thans zulk eene braave,<br>Schutterij hebben, die met alle Liefde een<br>Nagtwagt houden, op dat ijder Ingezee¬<br>tenen op zijne Leegersteede Hem veijlig<br>op dezelve kan nederleggen. daar Helaasch on¬<br>ze Nabuuren tot <b>Hoorn</b>, en <b>Edam </b>geen oogen¬<br>blik verzeekerd zijn, van Oproer en Geweld<br>Gelijk zij daegelijks  ondervinden. Maar<br>Wee de geenen, die zulks met Geld, belofte<br>en Prezenten aanzetten, daar is een<br>Regtvaardig Richter, daar zulke Pesten",Edam,1787-03-17,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1436,#facs_44_r2l24,1796_Purm_Louw_04,"ken, om een brutaal Oproer voor te komen,<br>Waar op Geresolvt dat de Burger Schutts<br>op de Eerste Trommelslag in de Wapenen<br>zonden komen; dat te meer noodzaeke¬<br>lijk was, om dat het Oranje Gespuijs ons met<br>een bedreijgde dat uijt <b>Hoorn </b>en <b>Edam</b>, eeni¬<br>ge van dat schuijm van Volkje haar te hulp<br>zoude komen, om hun voonemen uijt te <br>voeren, Wij hadden 5 Metaale Stukken Ka¬<br>non agten het Kerkhof op de Schans leggen,<br>Waar van eenige van daar verplaasten en",Edam,1787-03-22,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1437,#facs_53_line_18,1797_Alkm_Anon,"<br>3 à 400 man met geschut van <b>Petten </b>&c., welke alle deze nagt hier inkwartierden, doch bij den burger als niet geneegen in de gereedgemaakte huisen te gaan, zoals de meeste van den voorigen dag.<br><br>6<br><br>Veele van de op gister ingekoomene <b>Franschen </b>zijn dezen dag weder zowel na <b>Haarlem</b> als na <b>Edam </b>enz. uitgetrokken, koomende er weder verscheide kleine partijen in, zowel om een nagt te vertoeven als om daar te passeeren.<br><br>Deze zo groote beweeging van heen en weder trekken werd gezegt veroorzaakt te zijn door eene verschikking van het geheele <b>Fransen</b> cordon, 't welk van een verbaazende uitgestrektheid werd geacht.<br><br>De <b>Zyper </b>veerschuit is dezen dag, na agtenzeventig dagen stilgeleegen te hebben (door het bevrooren water), weder gevaaren.<br>",Edam,1795-03-06,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Alkmaar,False
1438,#facs_41_r1l26,1796_Purm_Louw_05,"bij haar deze Vrouw weder komende te<br>Overleijden, bleef Hij benevens het Kind<br>Erfsgenaam van haar Capitaal, Waar op<br>Hij Hem weder in een vierde Huuwelijk<br>begaf met eene Geertje Lakeman van<br><b>Edam </b>van Geboorte Hebbende getrouwd<br>geweest met Dirk Teerhuijs in 't Tweede<br>Huwel: en naderhand met Corn: Pereboom,<br>Zoon van de H: Offic: Peereboom alhier<br>dewelke mede een dogtertje had het geen<br>Schielijk na het Huuwel: met Beudiker",Edam,1788-05-27,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1439,#facs_56_r2l20,1796_Purm_Louw_05,"Om de vergaederinge daar op te dienen,<br>van derzelve Consideratiën en Advijs.<br>De Ridderschap en Edelen hebben tot<br>de Voorsz: Resolutie niet Geconcurreerd,<br>de Heeren Gedeputeerden der Steeden<br><b>Delft</b>, <b>Brielle</b> <b>Enkhuijzen</b>, <b>Edam</b>,<br>en <b>Medemblik</b> hebben tot het Eers¬<br>te Lid der voorsz: resolutie, zoo all<br>dezelve is leggende niet Geconcurreerd,<br>De Heeren Gedeputeerden der Stad<br>Hoorn, hebben zig in de Voorsz: de",Edam,1786-11-23,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1440,#facs_76_r3l12,1796_Purm_Louw_05,"roep met groote vergnoeginge heefd aan¬<br>genomen en zulks op eene Vriendelijke<br>en dankbaare wijze, aan de Magistraat<br>en Kerkenraad per Missives gecommuniceerd,<br>Waar op zijn Eerwaarde op den 1e October we¬<br>gens deze beroepinge in de Classis tot <b>Edam</b><br>is voorgesteld, om als Leeraar in de Gemeijn¬<br>te tot <b>Purmerende</b> aangenoomen te werden,<br>Het geene door de Wel Eerwaarde Classis goed¬<br>gunstiglijk is Geäpprobeerd, wanneer de<br>beroeping brief met de Approbatie der regee¬",Edam,1781-10-01,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1441,#facs_98_r2l30,1796_Purm_Louw_05,"lijke Crimineele Percequutie      Idem<br>-Komt weder in deze Stad terug tot blijd¬<br>schap van zijne Famielie enveele In¬<br>gezeetenen alhier       276,<br>E.<br><b>Edam</b>, houd den Prins van Oranje zijn<br>kant        20,<br>-Men vreest alhier van Verraad, en<br>Geweld der Edammers       21,<br>Een Burger van die Stad divul¬<br>geerd alhier valsche tijdingen uijt",Edam,1796-06-01,Edam,Edam-Volendam,2756430.0,52.50556,5.0592,Netherlands,Purmerend,False
1442,#facs_13_r1l5,1808_Gent_Quic,dito is overleden joans. burio mre. Cuyper<br>1789<br>5. 8bre is getrauwt tot <b>deynse</b> in <b>st martens Kercke</b><br>marie therese van quickenborne f. antone met<br>adriaen moerman griffier tot <b>duirle</b> en ouffre van<br>de provintiale rechter van ’t Comptoir van <b>eecke</b><br>10.<br>is eene verdeylinge van ’t regiment van Claerfait<br>in <b>gend</b> in besettinge liggenden vertrocken naer<br><b>aelst</b><br>dito,eecke,1789-10-05,Eke,Eke,2798882.0,50.95929,3.6396,Belgium,Ghent,False
1443,#facs_123_line_4,1802_Venl_Post,"<br>Er werd omgetrommeld dat iedereen patent moest koopen, op poene van militaire executie.<br><br>28. werd ieder bang, velen hebben een gaan halen bij Milliard, logeerende bij Syben op de<b> Vleeschstraat</b>. Een municipaal heeft mij verteld, dat hij in anderhalven dag 2700 en in de 60 gulden ontvangen heeft.<br><br>Na middag ging het weêr af met sterken regen en wind, <b>de Maas </b>viel zeer. Kort daarna hoorde men dat<b> een dijk bij Lith, omtrent Den Bosch</b>, doorgebroken was, met veel schade.<br><br>29. is interpretatie (opheldering) aan den commissaris over het uitdoen van het habijt gevraagd. Antwoord: voor die geïnventariseerd waren, greep het tot nog toe geen plaats, maar wel voor anderen.<br><br>Dit jaar gedoopt 96 j., 88 m, totaal 184; begraven 80 gr., 93 kinderen, tezamen 173; getrouwd 51 inde stad, 6 elders, totaal 57; administratiën 104.<br>","een dijk bij Lith, omtrent Den Bosch",1796-12-28,Lith,Lith,2751543.0,51.80583,5.43889,Netherlands,Venlo,False
1444,#facs_30_r6l7,1808_Gent_Quic,"en Voet volck van regimenten van Knitsky en coloudo<br>9<br>Syn naer <b>Brugge</b> vertrocken een detachement husaeren<br>en jaegers een battaillion van Knitsky en een dito van<br>Coloudo met hun canon en hebben gelogeert en<br>gepasseert tot <b>eerloo</b><br>14<br>isser door syne hoogheyt onsen bisschop pontificalyck<br>gecelebereert eene misse van danckbaerheyt over het<br>bekomen van den Vrede met onsen souvereyn<br>Leopoldus den II  alwaer, present waeren dhoog mogende",eerloo,1790-12-09,,,,,,,Ghent,False
